124236.jpg	71-143383787--null--31-01-2019-17-28-25-190-.jpg	Der Overather Etat ist auf Kante genäht und „fragil“	The Overate Pratat is sewn on edge and "Fragil"	 
124237.jpg	steampunk-ausstellung-industriemuseum-renate-gurrey.jpg	Reise in die Zeit der Dampfmaschinen und Luftschiffe	Travel in the time of steam machines and airships	 
124238.jpg	astrofotograf-euskirchen-310119.jpg	Amateur-Astrofotograf Jochen Schnichels schaut in die Sterne	Amateur Astrofotograf Jochen Schnichel looks in the stars	Amateur Astrofotograf,Jochen Schnichel
124240.jpg	sanitaer-fussel.jpg	Zum Start ins Wochenende gab es einen Kranz Kölsch	At the start of the weekend there was a wreath Kölsch	Kölsch
124241.jpg	urn-newsml-dpa-com-20090101-190131-99-795133-large-4-3.jpg	Neubau Mietwohnungen rückläufig: Fördertöpfe voll	New apartment rental deposits: Promotions full	 
124243.jpg	urn-newsml-dpa-com-20090101-190130-99-783386-large-4-3.jpg	Neue Plattform soll Start-ups in Deutschland stärken	New platform should strengthen start-ups in Germany	 
124245.jpg	dpa-stroy-david-bowi-51882235.jpg	Johnny Dust soll David Bowie in Filmbiografie spielen	Johnny Dust should play David Bowie in Filmbiography	Johnny Dust,David Bowie
124248.jpg	polizeiwagen1.jpg	22-Jährige schwebt in Lebensgefahr	22-year-old hovers in mortal danger	 
124249.jpg	schulministerin-yvonne-gebauer--fdp-.jpg	Vier Talentschulen aus der Region sind mit dabei	Four talent schools from the region are included	 
124251.jpg	drogenschmuggel.jpg	Polizei lässt Drogenschmugglerring auffliegen	Police leaves drug smuggling ring	 
124252.jpg	dom-symbol-241218.jpg	Kölner Dom bekommt Schweizerinnen	Cologne Cathedral gets Swiss	 
124721.jpg	urn-newsml-dpa-com-20090101-190201-99-811843-large-4-3.jpg	Thyssenkrupp rechnet mit baldigem Abschluss der Stahlfusion	ThyssenKrupp expects early completion of the steel fusion	 
124253.jpg	20170118winter-mh6263.jpg	KVB soll 2019 erneut fahrscheinlosen Tag in Köln anbieten	KVB is expected to offer a clockless day in Cologne in 2019	 
124254.jpg	polizei-symbol.jpg	Lkw fährt auf Stauende – A3 in Richtung Köln vollgesperrt	Truck drives on Stauende - A3 in the direction of Cologne fully locked	 
124255.jpg	71-143366874--null--31-01-2019-17-58-47-305-.jpg	Leuchten und Möbel für die Innenstadt	Lights and furniture for the city center	 
124256.jpg	foto-ernst-jr-.jpg	„Die 44 Millionen Euro für das Schloss sind weg“	"The 44 million euros for the castle are gone"	 
124257.jpg	handy-auf-dem-fahrrad.jpg	Niederländer verbieten Handynutzung auf dem Fahrrad	Dutchman prohibit mobile usage on the bike	 
124259.jpg	police-in-paris-51843172.jpg	Pariser Polizisten müssen in Haft – Berufung angekündigt	Parisian police officers must be announced in custody - vocation	 
124260.jpg	aula-freiherr-vom-stein-gymnasium.jpg	Dachsanierung der Schulaula in Leverkusen läuft	Roofening of the Schulaula in Leverkusen is running	 
124264.jpg	miete.jpg	Diese Kosten kommen künftig auf Mieter und Eigentümer zu	In the future, these costs will come to tenants and owners	 
124267.jpg	urn-newsml-dpa-com-20090101-190201-99-813657-large-4-3.jpg	Heidel verteidigt Schalkes Transferpolitik	Heidel defends Schalke's transfer policy	Heidel
124268.jpg	madaemchen-sitzung.jpg	Warum nicht öfter eine Frau ans Mikrofon lassen?	Why do not make a woman on the microphone more often?	 
124270.jpg	urn-newsml-dpa-com-20090101-190201-99-813847-large-4-3.jpg	Kölner Dom will künftig auch Domschweizerinnen einstellen	Cologne Cathedral wants to adjust in the future	 
124271.jpg	susanne-laugwitz-aulbach.jpg	Dezernentin antwortet auf Kritik an von Maldeghem	Deputy student answers criticism of Maldeshem	 
124273.jpg	20181206max-mitmach03.jpg	"Kölns „coolste Mitmachgruppe 2019"" gesucht"	Cologne's "coolest participation group 2019" wanted	 
124275.jpg	gerhard-schroeder.jpg	Schröder kritisiert Nahles und wünscht sich Gabriel zurück	Schröder criticizes Nahles and wish Gabriel back	Nahles,Gabriel
124277.jpg	der-aus-dem-verkehr-gezogene-lkw.jpg	Polizei legt überladenen und manipulierten Lastwagen still	Police stalls overweight and manipulated trucks	 
124278.jpg	wohnungen-koeln.jpg	Neuer Kölner Mietspiegel weckt Hoffnungen	New Cologne Mietspiegel awakens hopes	 
124279.jpg	symbolbild-duenen-strand-mallorca.jpg	Zu viel Sex zerstört Dünen an berühmtem Strand auf Ibiza	Too much sex destroys dunes on famous beach on Ibiza	 
124280.jpg	polizisten-vor-dem-stadthaus-in-deutz.jpg	Kölner Polizei ermittelt gegen Stadthaus-Aktivisten	Cologne police investigated against townhouse activists	 
124281.jpg	paenzarena.jpg	Wir verlosen Tickets für die Lachende Pänzarena	We are giving away tickets for the laughing dancer arena	 
124284.jpg	urn-newsml-dpa-com-20090101-190201-99-815189-large-4-3.jpg	Schule schwänzen für den Klimaschutz: Ministerin mahnt	School cocks for climate protection: Minister warns	 
124286.jpg	merkel.jpg	Merkel wirft Russland Bruch des INF-Vertrags vor	Merkel throws Russia break of the INF contract	Merkel
124287.jpg	kvb-linie-16.jpg	22-Jährige zwischen Bahn und Bahnsteig eingeklemmt	22-year-olds between train and platform clamped	 
124289.jpg	zwei-mercedes.jpg	Staatsanwaltschaft gibt Luxusautos an Besitzer zurück	Prosecutor's Office returns luxury cars to owners	 
124290.jpg	dpa-blaulicht-polizei-nahaufnahme.jpg	Mann verursacht Unfall bei Erftstadt und flüchtet zu Fuß	Man causes accident at Erftstadt and escapes on foot	 
124292.jpg	urn-newsml-dpa-com-20090101-190201-99-815613-large-4-3.jpg	Kultstürmer Will Grigg sorgt für Transferrekord	Kultstürmer Will Grigg ensures transfer record	Kultstürmer Will,Grigg
124293.jpg	71-143394972--null--31-01-2019-16-32-31-227-.jpg	Defekt als Brandursache in Tiefgarage in Gummersbach	Defective as a cause of fire in underground car park in Gummersbach	 
124299.jpg	71-143111982--null--24-01-2019-18-13-20-778-.jpg	Von Maldeghem wird doch nicht Intendant des Kölner Schauspiels	From Maldeeghem is not director of the Cologne drama	 
124301.jpg	getoetete-kaengurus-im-wildpark-reuschenberg.jpg	Peta fordert nach Känguru-Tod Hundeführerschein in Leverkusen	PETA calls for kangaroo death dog logo in Leverkusen	 
124302.jpg	beer-bitches-auftritt-gloria.jpg	Carolin Kebekus singt über Funkemarieche mit Burnout	Carolin Kebekus sings about radio markets with burnout	Carolin Kebekus
124303.jpg	b-fbi-schlagloch-tunnel-1-010219.jpg	FBI findet 45 Meter langen Bankraub-Tunnel	FBI finds 45 meter long bank robbery tunnel	 
124304.jpg	urn-newsml-dpa-com-20090101-190201-99-816758-large-4-3.jpg	Schröder plädiert für Gabriel-Comeback	Schröder pleads for Gabriel-comeback	Schröder
124305.jpg	20180316-tb-polizei-streifenwagen-004.jpg	Mann von Nachbarssohn mit Messer schwer verletzt	Man of neighboring son with knife seriously injured	 
124306.jpg	ursula-karusseit.jpg	Schauspielerin Ursula Karusseit ist tot	Actress Ursula Karussit is dead	Ursula Karussit
124307.jpg	1902-blumenstrauss.jpg	Der kölsche Rosenstrauß zum Valentinstag	The Kölsche rose bouquet for Valentine's Day	 
124308.jpg	urn-newsml-dpa-com-20090101-190201-99-817249-large-4-3.jpg	Schauspielerin Ursula Karusseit gestorben	Actress Ursula Karussit died	Ursula Karussit
124316.jpg	dieringhauser-strasse-komplett-gesperrt.jpg	85-jährige Fußgängerin in Gummersbach schwer verletzt	85-year-old pedestrian in Gummersbach seriously injured	 
124317.jpg	71-143350589--null--01-02-2019-16-56-16-027-.jpg	Als seine Freunde berühmt wurden	When his friends became famous	 
124459.jpg	gammelfleisch-dpa-neu.jpg	EU-Kommission ermittel in polnischen Fleischskandal	EU Commission calculates in Polish meat scandal	 
124318.jpg	peter-zysik.jpg	„Die haben den Laden wirklich vor die Wand gefahren“	"They really drove the shop in front of the wall"	 
124319.jpg	urn-newsml-dpa-com-20090101-190201-99-818149-large-4-3.jpg	WM-Gastgeber Katar gewinnt erstmals Asien-Cup	WM host Qatar wins Asia Cup for the first time	 
124321.jpg	hund-an-leine.jpg	Präparierte Hunde-Köder in Köln gefunden – Stadt ist alarmiert	Prepared dog bait found in Cologne - city is alerted	 
124322.jpg	71-143421594--null--01-02-2019-17-26-52-254-.jpg	Auto kollidiert mit Radlader in Waldbröl	Car collides with wheel loader in Waldbröl	 
124323.jpg	bs-bergischerloewe3.jpg	Dampflok „Bergischer Löwe“ nimmt ab März Fahrt auf	Steam locomotive "Bergischer Lion" takes place from March	 
124324.jpg	urn-newsml-dpa-com-20090101-190201-99-817987-large-4-3.jpg	Ist Krebs in 10 bis 20 Jahren besiegbar?	Is cancer flexible in 10 to 20 years?	 
124327.jpg	suesser-frosch-im-schnee.jpg	So schön ist das Oberbergische im Winter	So nice is the Oberbergische in winter	 
124329.jpg	71-143436756--null--01-02-2019-18-32-01-667-.jpg	Über 7000 Waldbesitzer aus Oberberg unter einem Dach	Over 7000 forest owners from Oberberg under one roof	 
124330.jpg	maldeghem-dpa-neu.jpg	Verheerendes Bild für die Kulturstadt Köln	Devastating picture for the cultural city of Cologne	 
124331.jpg	manuel-neuer-verletzt.jpg	Top-Spiel ohne die Kapitäne Manuel Neuer und Lars Bender	Top game without the captains Manuel Neuer and Lars Bender	Manuel Neuer,Lars Bender
124333.jpg	nowitzki-afp-neu.jpg	NBA-Boss nominiert Nowitzki nach	NBA Boss nominates Novitzki	Novitzki
124335.jpg	buju-banton.jpg	Kölner Schwule kritisieren Summerjam-Festival scharf	Cologne gay criticize Summerjam festival sharp	 
124336.jpg	prozess-bonn.jpg	Zwei Männer legen Geständnisse ab – „Denkzettel“ verpasst	Two men defeat confessions - "Lobby" missed	 
124357.jpg	deisel-fahrverbot.jpg	Kein Anlass zur Beruhigung für die Autofahrer	No reason for reassurance for the motorists	 
124359.jpg	feuerwehr-brand-kerpen-01022019--1-.jpg	Mann stirbt bei Wohnungsbrand	Man dies at apartment fire	 
124360.jpg	urn-newsml-dpa-com-20090101-190202-99-821417-large-4-3.jpg	Semperopernball: Viele Stars - Delon verletzt	Semperoper Ball: Many Stars - Delon injured	Delon
124361.jpg	die-burscheider-musikschule-laedt-wieder-zum-musikgarten-ein-.jpg	Erste Lieder lernen	First learn to learn	 
124362.jpg	carl-philip-von-maldeghem-und-henriette-reker-am-vergangenen-freitag.jpg	„Schädlich für die gesamte Kultur“	"Harmful for the entire culture"	 
124363.jpg	mann-hat-migraene.jpg	Neue Therapie – können Spritzen gegen Migräne helfen?	New therapy - can help inject migraine?	 
124365.jpg	71-143312007--null--01-02-2019-17-35-22-614-.jpg	Viele Oberberger ärgern sich über verspätete Briefe	Many Oberbergers annoy themselves about delayed letters	 
124366.jpg	71-142783705--null--17-01-2019-10-27-36-265---1-.jpg	Geldstrafen für illegale Vermietungen könnten angehoben werden	Fine penalty for illegal rentals could be raised	 
124367.jpg	kaufhof-in-bruehl.jpg	Führung schweigt – Filliale bleibt vorerst offenbar geöffnet	Guided tour silent - Filliale is still open for the time being	 
124368.jpg	frau-spricht-mit-siri.jpg	Warum haben alle Sprachassistenten eine weibliche Stimme?	Why do all language assistants have a female voice?	 
124369.jpg	sek-einsatz-bad-muenstereifel-is-terror.jpg	IS-Terrorist aus Bad Münstereifel kämpft gegen Abschiebung	Is-terrorist from Bad Münstereifel fights against deportation	 
124370.jpg	neuenhof010--1-.jpg	Gesamtschule Siegburg wird zur Talentschule	Comprehensive school Siegburg becomes Talent School	 
124371.jpg	kinder-protestieren-gegen-kuendigung-von-koch.jpg	Küche in Gladbacher Kita wegen Insolvenz des Trägers dichtgemacht	Kitchen in Gladbach Kita due to insolvency of the wearer sealed	Gladbach Kita
124372.jpg	leverkusen-autobahnbruecke-alf-0085.jpg	Durch den Tunnel geht es nur mit 100	The tunnel is only with 100	 
124373.jpg	wu-schnee--1-.jpg	Salz streuen ist auch in Burscheid untersagt	Sprinkle is also prohibited in Burscheid	 
124374.jpg	bmw-in-kueche-imago.jpg	BMW rast in Küchenwand – Bewohner bleiben unverletzt	BMW Rast in Kitchen Wall - Residents Stay unhurt	 
124375.jpg	vehfks.jpg	Frühe Gegentore sind vermeidbar	Early goals are avoidable	 
124377.jpg	foto-dior.jpg	Der Traum von Weiblichkeit	The dream of femininity	 
124718.jpg	urn-newsml-dpa-com-20090101-190131-99-804100-large-4-3.jpg	Ministerin trifft insolvente Klinik-Betreiber	Minister meets insolvent clinic operator	 
124380.jpg	unfall-a4-2.jpg	Auto fährt ungebremst auf stehenden Wagen auf – Zwei Verletzte	Car drives unbraked on standing car - two injured	 
124381.jpg	dirk-nowitzki.jpg	Dirk Nowitzki tendiert zu Karriereende nach dieser NBA-Saison	Dirk Nowitzki tends to career after this NBA season	Dirk Nowitzki
124382.jpg	71-143411634--null--01-02-2019-16-57-31-055-.jpg	Hamleschers aus Engelskirchen feiern eiserne Hochzeit	Hamelscher from Engelskirchen Celebrate Iron Wedding	 
124383.jpg	carl-philip-von-maldeghem.jpg	Abgesprungener Intendant wirft Stadt Provinzialität vor	Expressed director poses city provinciality	 
124384.jpg	heiko-wrusch-illustrator-lohmar.jpg	Heiko Wrusch aus Lohmar illustriert Bücher mit viel Liebe zum Detail	Heiko Wrusch from Lohmar illustrated books with great attention to detail	Heiko Wrusch
124385.jpg	urn-newsml-dpa-com-20090101-190202-99-823251-large-4-3.jpg	Studie: Deutsche Neuwagen mit immer mehr PS	Study: German new cars with more and more horsepower	 
124386.jpg	staeaenefleejer-melina.jpg	Kölner Tanzmariechen erzählt von Mobbing-Erfahrungen	Cologne dance marrow tells of bullying experiences	 
124388.jpg	spatenstisch-overather-feuerwache.jpg	Overath bekommt neue Rettungswache für sieben Millionen	Overath gets new rescue guard for seven million	Overath
124390.jpg	dieter-heinrich.jpg	Leverkusener Gärtner setzen sich zur Wehr	Leverkusen Gärtner set up for the Weir	Leverkusen Gärtner,Weir
124391.jpg	putin.jpg	Russland will Abrüstungsvertrag aussetzen	Russia wants to suspend disarmament contract	 
124392.jpg	a1-anschlussstelle-blankenheim-blickrichtung-sueden.jpg	Experten beantworten am Mittwoch in Lommersdorf Bürger-Fragen	Experts answer on Wednesday in Lommersdorf citizen questions	 
124395.jpg	maria-hilf-krankenhaus-bergheim.jpg	Krankenhaus in Bergheim schließt Geburtshilfe vor geplantem Termin	Hospital in Bergheim concludes obstetrics before planned appointment	Bergheim
124396.jpg	urn-newsml-dpa-com-20090101-190202-99-822982-large-4-3.jpg	NFL: Fälschungen	NFL: fakes, drones and an exclusive club	 
124397.jpg	tempo-120.jpg	Deutsche Umwelthilfe argumentiert mit 26 Jahre alten Zahlen	German environmental aid argues with 26 year old numbers	 
124399.jpg	71-143291824--null--01-02-2019-17-32-17-697-.jpg	„Mal sehen	"Let's see if anyone's schools founded"	 
124401.jpg	71-143400851--null--01-02-2019-17-39-29-876-.jpg	Das Kind als Vater des Mannes	The child as a father of the man	 
124403.jpg	beyonce-und-jay-z-56614948.jpg	Beyoncé und Jay-Z locken mit 30-Jahre-Ticket	Beyoncé and Jay-Z curls with 30-year ticket	Beyoncé,Jay-Z
124404.jpg	cannabis.jpg	Postbote verletzt sich – Polizei entdeckt Cannabisplantage	Postman injured - Police discover cannabisplantation	 
124405.jpg	minister-spahn.jpg	Mediziner widersprechen Krebs-Aussage von Minister Spahn	Medicine contradict cancer statement by Minister Spahn	Spahn
124406.jpg	robben-drakes-beach2.jpg	Robben kapern beliebten Touristen-Strand in Kalifornien	Robben Capers Popular Tourist Beach in California	 
124408.jpg	polizei.jpg	Spezialeinheit nimmt mutmaßlichen Dealerbanden-Anführer fest	Special Unit Takes Alleged Dealand Leader	 
124409.jpg	ehrennadeln.jpg	Engagement der Bürger ist der Kitt fürs Zusammenleben	Commitment of the citizens is the kitt for living together	 
124411.jpg	altstadt-wird-autofrei.jpg	Kölner Altstadt wird in den kommenden zehn Jahren autofrei	Cologne old town is car-free in the coming ten years	 
124412.jpg	polizeiwagen-nahaufnahme-von-vorne--2-.jpg	Chihuahua-Besitzer ersticht Boxer-Mischling	Chihuahua owner demonstrates boxer mixer	 
124415.jpg	illionois-kaelte.jpg	45 Grad Temperaturanstieg in Illinois binnen einer Woche	45 degrees temperature rise in Illinois within a week	 
124416.jpg	71-143439512--null--02-02-2019-14-44-20-395-.jpg	Jugend-Reisen von Milli-Görüs im Zwielicht	Youth travel of milli-gourms in the twilight	 
124418.jpg	71-143447471--null--02-02-2019-15-08-48-861-.jpg	Ideen für besseres Klima – Fahrverbote weiterhin möglich	Ideas for better climate - driving bans continue to be possible	 
124420.jpg	leon-de-kok.jpg	Das neue Café de Kok wird zur Kuchen-Institution für Zollstock	The new Café de Kok becomes the cake institution for Zollstock	Café de,Kok,Zollstock
124421.jpg	tatort-verschwundene-kind.jpg	Fesselnder Krimi mit einer Weltpremiere	Fettering thriller with a world premiere	 
124423.jpg	papst-franziskus--020219.jpg	Für Papst Franziskus ist Abtreibung kein Menschenrecht	For Pope Francis abortion is not human rights	Pope Francis
124426.jpg	ernst-fortuna.jpg	Fortuna Köln rutscht auf einen Abstiegsplatz	Fortuna Cologne slips to a relegation place	 
124428.jpg	wolgast-beerdigung-020219.jpg	Getötete Sechsjährige in Wolgast beigesetzt	Six-year-old buried in Wolgast	 
124430.jpg	leverkusen-pappeln-am-deich--alf-1194.jpg	Baumschützerin stoppt Fällung großer Pappeln an der Dhünn	Constructionist stops precipitation of big poplars at the Dhünn	 
124431.jpg	stolberg.jpg	Geparktes Auto liegt plötzlich auf dem Dach	Parked car suddenly lies on the roof	 
124432.jpg	71-143442319--null--02-02-2019-16-19-40-022-.jpg	Anlieger ist sich mit Kürtener Gemeindeverwaltung uneinig	Residents are disabled with chalter municipal administration	 
124433.jpg	volland.jpg	Bayer 04 bezwingt FC Bayern nach Rückstand	Bayer 04 defeats FC Bayern after residue	 
124434.jpg	wolle-petry-musical.jpg	Wolfgang Petrys „Wahnsinn“ kommt auf die Bühne	Wolfgang Petry "Madness" comes to the stage	Wolfgang Petry
124435.jpg	anfang-foersterei.jpg	Die Chance auf einen wichtigen Schritt	The chance of an important step	 
124436.jpg	venezuela-unruhen-020219-dpa.jpg	Luftwaffengeneral in Venezuela stellt sich gegen Maduro	Air forces in Venezuela introduces itself against Maduro	Maduro
124437.jpg	5f9c8400cb1ef507.jpg	Leverkusens Offensiv-Leute überzeugen gegen Bayern	Leverkusen's offensive people convince against Bavaria	 
124438.jpg	krupp-haie.jpg	Kölner Haie suchen neuen Trainer – Krupp ein Kandidat?	Cologne sharks are looking for new coaches - Krupp a candidate?	 
124439.jpg	us-gouverneur-dpa-020219.jpg	Rückrittsforderungen gegen US-Gouverneur nach Skandal-Foto	Cancellation requirements against US governor to scandal photo	 
124441.jpg	71-143439656--null--02-02-2019-18-35-30-514-.jpg	Ehemaliger Postbote dreht Film über den Enkeltrick	Former postman turns movie about the grandtrick	 
124443.jpg	polizei-symbolbild-schriftzug.jpg	Razzia von Polizei und Zoll in Köln-Kalk	Razzia of police and customs in Cologne lime	 
124444.jpg	kirsten-jahn.jpg	Nachfolge von Kirsten Jahn offen – diese zwei Namen werden diskutiert	Succession of Kirsten Jahn open - these two names are discussed	Kirsten Jahn
124445.jpg	71-143450593--null--02-02-2019-20-10-53-718-.jpg	„Kollegen werden von einer Maus im Papierkorb begrüßt“	"Colleagues are welcomed by a mouse in the Recycle Bin"	 
124448.jpg	jubel-leverkusen-bayern.jpg	Leverkusen liefert einen beeindruckenden Beweis	Leverkusen provides impressive proof	 
124450.jpg	franzoesische-alpen-dpa.jpg	Schneemassen reißen mehrere Skifahrer in den Alpen mit sich	Snowmens tear several skiers in the Alps	 
124452.jpg	bosselgruppe.jpg	Auto rast in Kegelgruppe – zwei Personen lebensgefährlich verletzt	Car rest in conical group - two persons injured life-threatening	 
